orig.ident,nCount_RNA,nFeature_RNA,novelty_score,RNA_snn_res.0.8,seurat_clusters
stim_treatment,547,325,0.9174196450144483,8,8
stim_treatment,1281,454,0.855032613136966,1,1
stim_treatment,3248,897,0.8408642703952366,10,10
stim_treatment,3528,894,0.8319418590113722,2,2
stim_treatment,842,414,0.8946055187497292,5,5
stim_treatment,979,501,0.9027194564375115,1,1
stim_treatment,625,241,0.8519739859357939,16,16
stim_treatment,1101,454,0.8735179597485129,1,1
stim_treatment,3115,987,0.8571212560622101,1,1
stim_treatment,3985,895,0.8198532975144484,2,2
stim_treatment,2278,703,0.8479254727271115,10,10
stim_treatment,590,306,0.8970964223413789,1,1
stim_treatment,1405,532,0.8660076041815585,1,1
stim_treatment,1354,563,0.8783024658026206,10,10
stim_treatment,755,322,0.8714044816830792,0,0
stim_treatment,3811,1073,0.8462906338969183,15,15
stim_treatment,760,428,0.9134377094249306,1,1
stim_treatment,1214,595,0.8995850319102637,1,1
stim_treatment,1670,693,0.8814716590939334,1,1
stim_treatment,2621,770,0.8443816212020059,2,2
stim_treatment,2246,775,0.8621153235131453,1,1
stim_treatment,538,164,0.8110657036937199,2,2
stim_treatment,3406,1144,0.8658590593308668,6,6
stim_treatment,944,436,0.8872307014410604,5,5
stim_treatment,3082,1115,0.8734368159003459,15,15
stim_treatment,1095,424,0.8644316810981011,11,11
stim_treatment,3266,923,0.8438212998461024,2,2
stim_treatment,928,421,0.8843267629928699,8,8
stim_treatment,1587,469,0.8345910452536625,2,2
stim_treatment,1110,664,0.9267220912287105,6,6
stim_treatment,1015,467,0.8878586496753219,3,3
stim_treatment,1726,761,0.890129239163191,6,6
stim_treatment,3562,923,0.8348697190364998,2,2
stim_treatment,1465,613,0.8804811885420849,1,1
stim_treatment,4612,1443,0.8622712297233253,10,10
stim_treatment,3321,1097,0.8633838354812013,2,2
stim_treatment,1808,648,0.8631881261231804,1,1
stim_treatment,1130,465,0.8736928979284644,11,11
stim_treatment,1548,628,0.8771663175909017,1,1
stim_treatment,1019,511,0.9003537476435329,11,11
stim_treatment,1517,587,0.870371157282287,1,1
stim_treatment,1632,697,0.8849923558353667,5,5
stim_treatment,960,511,0.9081739011961887,5,5
stim_treatment,1959,839,0.8881322530714181,13,13
stim_treatment,2575,922,0.8692244371873199,5,5
stim_treatment,1237,471,0.8643924131870395,1,1
stim_treatment,840,386,0.8845212962388093,1,1
stim_treatment,1455,526,0.8602920043956481,1,1
stim_treatment,4864,1244,0.839388603406267,15,15
stim_treatment,1332,690,0.9085758528260023,1,1
stim_treatment,1195,511,0.8801095557941175,5,5
stim_treatment,592,267,0.8752632335129977,2,2
stim_treatment,2509,857,0.8627681280664891,2,2
stim_treatment,1199,467,0.8669937147395028,2,2
stim_treatment,1323,518,0.8695427591431412,5,5
stim_treatment,876,422,0.8922034961509453,5,5
stim_treatment,1050,473,0.8853669452494279,1,1
stim_treatment,3101,1008,0.8602202528301266,10,10
stim_treatment,915,318,0.8450088793513142,1,1
stim_treatment,796,392,0.8939551122236419,8,8
stim_treatment,1228,564,0.890612637099351,1,1
stim_treatment,2808,818,0.8446687595087743,10,10
stim_treatment,889,441,0.89675370826792,5,5
stim_treatment,1141,482,0.8775912198905508,1,1
stim_treatment,2394,645,0.8314461360949182,15,15
stim_treatment,2449,839,0.8627240000503886,1,1
stim_treatment,1246,573,0.891015521233217,1,1
stim_treatment,1315,465,0.8552473397204842,1,1
stim_treatment,1315,506,0.8670134306306627,1,1
stim_treatment,1213,529,0.8831318428088217,1,1
stim_treatment,840,307,0.8505132828221098,0,0
stim_treatment,3793,1083,0.8479024879408523,1,1
stim_treatment,3799,866,0.8206115289215172,2,2
stim_treatment,3562,854,0.8253689480964177,2,2
stim_treatment,1886,557,0.8382904131236674,1,1
stim_treatment,401,213,0.8944488933954587,0,0
stim_treatment,1089,432,0.8677838502512681,10,10
stim_treatment,2137,783,0.8690485410768984,1,1
stim_treatment,1413,649,0.8927358043898865,1,1
stim_treatment,731,423,0.9170447403635716,1,1
stim_treatment,1559,623,0.8752341784858895,1,1
stim_treatment,1121,456,0.8719044953494384,1,1
stim_treatment,1816,767,0.8851466170176339,6,6
stim_treatment,626,354,0.9114734522717178,6,6
stim_treatment,4323,988,0.8236891759499279,2,2
stim_treatment,1340,546,0.8753120919183908,8,8
stim_treatment,1816,656,0.8643153462622684,2,2
stim_treatment,2969,696,0.8185799954104817,2,2
stim_treatment,1214,522,0.881153633718332,8,8
stim_treatment,1578,549,0.8566231040472262,2,2
stim_treatment,160,101,0.9093522083890695,2,2
stim_treatment,1405,664,0.8965877646420457,1,1
stim_treatment,1369,518,0.8654274887244272,1,1
stim_treatment,1865,586,0.8462761875087478,2,2
stim_treatment,2539,984,0.8790871112322708,8,8
stim_treatment,734,340,0.8833731366181227,1,1
stim_treatment,1034,402,0.8638939491709325,1,1
stim_treatment,1236,642,0.90799426155605,6,6
stim_treatment,1016,443,0.880112163335879,1,1
stim_treatment,3190,1191,0.8778811406619005,6,6
stim_treatment,10641,2695,0.8518931527309691,5,5
stim_treatment,1140,535,0.892521656612373,1,1
stim_treatment,690,332,0.8880845734034039,2,2
stim_treatment,3485,980,0.84445365198349,10,10
stim_treatment,1088,484,0.8841532680351467,5,5
stim_treatment,190,100,0.8776727765405299,0,0
stim_treatment,2334,1046,0.8965086906464831,18,18
stim_treatment,1959,570,0.8371342734268099,2,2
stim_treatment,1265,467,0.8604896790127303,1,1
stim_treatment,1847,618,0.8544364796670189,1,1
stim_treatment,1010,437,0.878894468485533,1,1
stim_treatment,1048,464,0.8828473586502071,5,5
stim_treatment,1671,557,0.8519625376923109,1,1
stim_treatment,1472,557,0.8667724441048195,8,8
stim_treatment,747,342,0.8819155455381854,11,11
stim_treatment,1181,496,0.877364070736568,8,8
stim_treatment,1611,664,0.8799763037302953,8,8
stim_treatment,1032,421,0.8707899841494339,1,1
stim_treatment,2594,789,0.8485947524974933,2,2
stim_treatment,1237,528,0.8804361014339093,1,1
stim_treatment,2780,704,0.8268105753203587,2,2
stim_treatment,1261,476,0.8635449817092969,1,1
stim_treatment,4932,1297,0.8429245956035281,15,15
stim_treatment,667,343,0.8977270380784621,8,8
stim_treatment,1633,628,0.8708284078621126,1,1
stim_treatment,1157,454,0.8673740469977217,1,1
stim_treatment,2881,789,0.8374160364306096,2,2
stim_treatment,1004,407,0.8693623948352103,1,1
stim_treatment,1457,645,0.8881288566067767,1,1
stim_treatment,999,440,0.8812785341284851,8,8
stim_treatment,845,369,0.8770591188525393,6,6
stim_treatment,798,398,0.8958926539399755,8,8
stim_treatment,1153,510,0.884298210108332,5,5
stim_treatment,895,354,0.8635352565276618,1,1
stim_treatment,2762,946,0.8647770148381199,2,2
stim_treatment,716,418,0.9181282446412773,1,1
stim_treatment,1045,412,0.8661134466092124,10,10
stim_treatment,893,431,0.8927854576431378,1,1
stim_treatment,2364,651,0.83398784601692,2,2
stim_treatment,1241,519,0.8776236741461054,1,1
stim_treatment,3954,720,0.7943573453814154,1,1
stim_treatment,2743,796,0.8437238360905633,2,2
stim_treatment,1108,507,0.8884784473909079,5,5
stim_treatment,793,326,0.8668440114790142,2,2
stim_treatment,1118,430,0.8638736197989694,1,1
stim_treatment,1320,587,0.8872208004947857,8,8
stim_treatment,1008,488,0.8951074246727242,8,8
stim_treatment,923,486,0.9060551490756128,5,5
stim_treatment,1422,562,0.8721293626711678,1,1
stim_treatment,3515,1302,0.87836338753303,13,13
stim_treatment,1674,519,0.842237383349966,2,2
stim_treatment,1145,465,0.8720570708105906,1,1
stim_treatment,1151,560,0.8977851690847735,1,1
stim_treatment,1152,608,0.9093407780423192,8,8
stim_treatment,2064,594,0.8368112751703063,2,2
stim_treatment,1473,527,0.8591024100099182,0,0
stim_treatment,1214,481,0.8696351811581509,1,1
stim_treatment,1891,840,0.8924487582426242,5,5
stim_treatment,1241,647,0.9085687242602625,1,1
stim_treatment,2069,681,0.8544486611407656,2,2
stim_treatment,1028,485,0.8916825624636588,1,1
stim_treatment,3058,786,0.8307199775522306,10,10
stim_treatment,3330,983,0.849567322987334,10,10
stim_treatment,1583,584,0.8646442722198306,1,1
stim_treatment,1360,563,0.8777642388624148,8,8
stim_treatment,1051,499,0.8929368944868831,1,1
stim_treatment,1473,543,0.8632022784256138,10,10
stim_treatment,1628,525,0.8469651351457463,2,2
stim_treatment,919,422,0.88593753883928,5,5
stim_treatment,1732,575,0.8521312453605383,2,2
stim_treatment,2374,581,0.8188985113791951,2,2
stim_treatment,859,463,0.9085164286944714,5,5
stim_treatment,1743,692,0.8762250899134727,1,1
stim_treatment,1409,585,0.8787659835852597,8,8
stim_treatment,5525,1357,0.8370661959730225,15,15
stim_treatment,1374,535,0.8694599481793305,1,1
stim_treatment,2158,770,0.8657607049014686,2,2
stim_treatment,580,307,0.9000192446738857,1,1
stim_treatment,4838,1557,0.8663712614310786,17,17
stim_treatment,1392,446,0.8427604634094623,1,1
stim_treatment,765,354,0.8839467875638451,1,1
stim_treatment,2166,575,0.8273232659044087,2,2
stim_treatment,333,200,0.9122223457306876,5,5
stim_treatment,3029,949,0.8552169689154526,2,2
stim_treatment,646,280,0.8708026882729638,1,1
stim_treatment,994,415,0.8734436475524677,8,8
stim_treatment,1244,443,0.855107373281443,1,1
stim_treatment,1603,806,0.906831614925441,6,6
stim_treatment,1067,549,0.9046973562191094,5,5
stim_treatment,1200,470,0.8677949248247627,1,1
stim_treatment,2179,616,0.8356398323321073,2,2
stim_treatment,856,445,0.9031146477358167,5,5
stim_treatment,533,289,0.9025097320369924,6,6
stim_treatment,1097,485,0.8834076323110913,1,1
stim_treatment,2336,655,0.8360587824409272,2,2
stim_treatment,1080,399,0.8574380321845996,2,2
stim_treatment,1622,497,0.8399731078522364,2,2
stim_treatment,3583,754,0.8095586775962852,2,2
stim_treatment,577,351,0.9218200102791744,6,6
stim_treatment,779,482,0.9278963449425514,6,6
stim_treatment,1120,537,0.8953030794790245,5,5
stim_treatment,1445,506,0.8557796236092347,1,1
stim_treatment,1833,783,0.8867967173345902,1,1
stim_treatment,1079,492,0.887552281401292,5,5
stim_treatment,1167,465,0.8697069869228007,1,1
stim_treatment,1491,602,0.8758834324836786,8,8
stim_treatment,1587,618,0.8720266811142311,1,1
stim_treatment,1279,598,0.8937292829670678,5,5
stim_treatment,3709,951,0.8343979310001147,2,2
stim_treatment,520,279,0.9004422652884774,5,5
stim_treatment,469,256,0.901566505469568,0,0
stim_treatment,1832,681,0.8682843474487774,1,1
stim_treatment,1802,846,0.899137236946947,6,6
stim_treatment,662,359,0.9057862742979952,5,5
stim_treatment,790,403,0.8991167476215347,1,1
stim_treatment,958,531,0.914042412036798,1,1
stim_treatment,1332,554,0.878062427607676,3,3
stim_treatment,1675,550,0.849984522350048,1,1
stim_treatment,2829,914,0.857839243282031,2,2
stim_treatment,2825,955,0.863514180784075,10,10
stim_treatment,3124,815,0.8330181201660268,2,2
stim_treatment,1294,536,0.8769994952814385,5,5
stim_treatment,1210,534,0.884765213722476,0,0
stim_treatment,375,202,0.8956190231060099,2,2
stim_treatment,1211,446,0.8592964635157564,1,1
stim_treatment,1007,468,0.8891840320773995,8,8
stim_treatment,1468,651,0.8884825965954375,1,1
stim_treatment,1435,611,0.882537824881246,8,8
stim_treatment,1347,591,0.8856701541452912,5,5
stim_treatment,947,484,0.9020596974766789,5,5
stim_treatment,1280,442,0.8513818812344022,2,2
stim_treatment,1006,460,0.8868179652352747,8,8
stim_treatment,608,368,0.9216726605681572,6,6
stim_treatment,1231,468,0.86408507229395215,1,1
stim_treatment,1444,472,0.8463000895693802,2,2
stim_treatment,714,415,0.9174229026420384,6,6
stim_treatment,3217,790,0.8261347174849227,2,2
stim_treatment,1117,397,0.8526066834020242,2,2
stim_treatment,1254,578,0.891434023326654,6,6
stim_treatment,4383,1231,0.8485590262412576,2,2
stim_treatment,298,197,0.9273507168615385,6,6
stim_treatment,4468,1248,0.8482516694296509,2,2
stim_treatment,711,426,0.9219950303582878,8,8
stim_treatment,1608,772,0.9006112556201784,6,6
stim_treatment,1833,708,0.8733960654094398,1,1
stim_treatment,1849,622,0.855171207973994,2,2
stim_treatment,1960,728,0.869352601158324,8,8
stim_treatment,2228,831,0.8720654082144969,8,8
stim_treatment,702,361,0.8985257547346431,5,5
stim_treatment,1861,714,0.8727582772861283,1,1
stim_treatment,2383,958,0.8828119641726471,5,5
stim_treatment,1284,531,0.8766406686932077,1,1
stim_treatment,4330,1007,0.8258048854129355,2,2
stim_treatment,1063,491,0.8891630314021464,5,5
stim_treatment,1946,612,0.8472576477073653,2,2
stim_treatment,4665,1192,0.8384847768407306,10,10
stim_treatment,1380,529,0.8673759712055239,1,1
stim_treatment,804,446,0.911910969036083,5,5
stim_treatment,1593,587,0.8646007312093,1,1
stim_treatment,262,165,0.9169593351222807,16,16
stim_treatment,958,472,0.896884997995609,5,5
stim_treatment,2923,1063,0.8732494955066514,10,10
stim_treatment,4875,1328,0.8468599697149582,10,10
stim_treatment,6162,1511,0.8389176623150286,2,2
stim_treatment,3758,801,0.812214719844632,2,2
stim_treatment,1298,538,0.8771414492515613,8,8
stim_treatment,1426,642,0.8901168790075225,5,5
stim_treatment,1774,508,0.832841595330401,2,2
stim_treatment,1910,828,0.889363200604281,5,5
stim_treatment,1348,573,0.8812868740899996,1,1
stim_treatment,1951,658,0.8565366361556807,1,1
stim_treatment,1154,553,0.8956697565542945,6,6
stim_treatment,2664,896,0.861853310936329,2,2
stim_treatment,1093,450,0.873163598069768,1,1
stim_treatment,815,421,0.9014565504653405,7,7
stim_treatment,3942,1012,0.8357667831318322,2,2
stim_treatment,1430,579,0.8755576366271659,8,8
stim_treatment,1949,743,0.87269088755258994,11,11
stim_treatment,3565,1333,0.8797234729142276,6,6
stim_treatment,942,476,0.900323175439264,5,5
stim_treatment,975,445,0.8860340988004811,8,8
stim_treatment,1292,538,0.8777087319625742,5,5
stim_treatment,1317,567,0.8826758606843047,1,1
stim_treatment,1201,600,0.9021310122005936,5,5
stim_treatment,1380,557,0.8745098520086272,1,1
stim_treatment,1197,573,0.8960592130046515,5,5
stim_treatment,2478,655,0.8297457999556657,2,2
stim_treatment,387,223,0.9074834457143474,5,5
stim_treatment,1392,578,0.878576589650982,1,1
stim_treatment,3772,883,0.8236828347947603,2,2
stim_treatment,1445,611,0.8816954838177885,1,1
stim_treatment,505,239,0.8798155908015245,1,1
stim_treatment,1746,523,0.8385146802919368,1,1
stim_treatment,837,402,0.8910265745153253,5,5
stim_treatment,1177,513,0.8825511716350527,1,1
stim_treatment,848,398,0.8878181787035848,1,1
stim_treatment,1372,492,0.8580367428116749,1,1
stim_treatment,1351,576,0.8817395004165904,1,1
stim_treatment,1598,604,0.8681037271660998,1,1
stim_treatment,730,400,0.9087553581779798,6,6
stim_treatment,4014,1003,0.832867072466936,10,10
stim_treatment,1099,400,0.8556599690328205,1,1
stim_treatment,772,415,0.906646492389313,5,5
stim_treatment,2600,966,0.874085043208074,5,5
stim_treatment,256,150,0.9036023363119852,6,6
stim_treatment,1757,580,0.8516555852573929,2,2
stim_treatment,1110,549,0.8995999319394407,5,5
stim_treatment,2580,703,0.8344878885661202,2,2
stim_treatment,1091,467,0.878693505953278,1,1
stim_treatment,319,168,0.8887760853110587,3,3
stim_treatment,656,280,0.8687403514223646,1,1
stim_treatment,907,482,0.9071681186266746,5,5
stim_treatment,1620,758,0.8972287690146289,1,1
stim_treatment,2375,730,0.8482251751265977,2,2
stim_treatment,1955,939,0.9032309427312862,8,8
stim_treatment,987,382,0.8623212676752109,2,2
stim_treatment,1003,443,0.8817522085530454,1,1
stim_treatment,1466,510,0.8551660168179862,1,1
stim_treatment,2097,694,0.8554193199256753,1,1
stim_treatment,882,450,0.9007777326732558,5,5
stim_treatment,1928,676,0.8614473350400411,1,1
stim_treatment,1306,588,0.8887765818620077,5,5
stim_treatment,932,418,0.8827245354447899,1,1
stim_treatment,872,427,0.8945462093151115,8,8
stim_treatment,1024,474,0.8888743248898259,5,5
stim_treatment,4978,1416,0.8523171403107829,15,15
stim_treatment,187,126,0.9245233202325449,16,16
stim_treatment,992,456,0.8873534074215427,1,1
stim_treatment,2018,779,0.8749187396680406,5,5
stim_treatment,1347,467,0.8529892378940588,2,2
stim_treatment,3204,862,0.8373544626683812,2,2
stim_treatment,1235,399,0.8412849544795287,1,1
stim_treatment,2316,700,0.8455628850388983,2,2
stim_treatment,1225,587,0.8965401853169698,5,5
stim_treatment,188,108,0.8941436304192014,11,11
stim_treatment,2192,589,0.8291671672096742,2,2
stim_treatment,1149,442,0.8644266758215392,1,1
stim_treatment,2257,938,0.8862904034206958,5,5
stim_treatment,1394,513,0.8619245782276854,1,1
stim_treatment,3511,804,0.8194366745512173,15,15
stim_treatment,212,122,0.8968437729545224,16,16
stim_treatment,494,275,0.9055604892711808,3,3
stim_treatment,1738,632,0.864405572528042,1,1
stim_treatment,1576,746,0.8984169897171183,5,5
stim_treatment,536,355,0.9344354590409987,5,5
stim_treatment,392,198,0.8856196851820026,2,2
stim_treatment,589,204,0.833766800888122,2,2
stim_treatment,1012,467,0.8882384500564188,1,1
stim_treatment,4332,993,0.824087433220202,10,10
stim_treatment,2739,755,0.837198517050953,2,2
stim_treatment,1372,532,0.8688568569341628,2,2
stim_treatment,930,414,0.881595207543888,1,1
stim_treatment,1286,640,0.902528945917651,5,5
stim_treatment,1638,614,0.8674225542736512,1,1
stim_treatment,3398,973,0.8461976270938973,10,10
stim_treatment,1496,503,0.8509058874095473,1,1
stim_treatment,1454,509,0.8558617104378828,1,1
stim_treatment,1434,538,0.8651163485017312,1,1
stim_treatment,806,425,0.9043654266432578,5,5
stim_treatment,1333,432,0.8434006396505306,2,2
stim_treatment,667,362,0.9060179046571385,1,1
stim_treatment,158,124,0.9521365098647742,8,8
stim_treatment,4833,1254,0.8409650432576956,15,15
stim_treatment,1590,649,0.878442938377198,8,8
stim_treatment,4966,1307,0.8431466249098193,15,15
stim_treatment,1400,623,0.8882308713976854,8,8
stim_treatment,1222,609,0.9020256116234148,5,5
stim_treatment,1538,630,0.8783743028737717,8,8
stim_treatment,2873,916,0.8564511354557428,2,2
stim_treatment,891,453,0.9004095994820365,5,5
stim_treatment,1243,560,0.8880961924542338,1,1
stim_treatment,2522,893,0.8674522598113087,5,5
stim_treatment,1143,448,0.866984281547451,2,2
stim_treatment,3221,974,0.8519289790973509,10,10
stim_treatment,1380,515,0.8636661331278592,8,8
stim_treatment,1388,621,0.8888432291069019,1,1
stim_treatment,1071,429,0.8688581558315205,8,8
stim_treatment,1496,619,0.8792915900016568,1,1
stim_treatment,3925,1135,0.8500645965407346,2,2
stim_treatment,1479,609,0.8784369873095151,1,1
stim_treatment,1579,634,0.8760958334501657,8,8
stim_treatment,1268,486,0.8657856981140719,1,1
stim_treatment,1357,640,0.8958047712910833,6,6
stim_treatment,1402,613,0.8858225896843619,8,8
stim_treatment,1881,625,0.8538631762799345,1,1
stim_treatment,813,379,0.8861027413295371,1,1
stim_treatment,1330,523,0.8702403319082327,1,1
stim_treatment,1022,457,0.8838543283039417,11,11
stim_treatment,1027,439,0.8774373934569948,8,8
stim_treatment,1306,446,0.8502513390872276,2,2
stim_treatment,1380,505,0.8609539742554326,1,1
stim_treatment,707,313,0.8758080068743174,0,0
stim_treatment,3400,928,0.840313094295433,2,2
stim_treatment,3276,990,0.8521599267961678,2,2
stim_treatment,1057,492,0.8901780260297811,1,1
stim_treatment,1029,471,0.8873347711351718,5,5
stim_treatment,3218,949,0.8488077494539382,2,2
stim_treatment,1598,471,0.8343864045984275,1,1
stim_treatment,1552,568,0.8631907880496094,1,1
stim_treatment,1278,557,0.8838976093848014,11,11
stim_treatment,1252,513,0.8749075341383586,1,1
stim_treatment,3251,103,0.5731285589414326,19,19
stim_treatment,1206,618,0.9057688719541857,5,5
stim_treatment,1054,478,0.8863940384323372,8,8
stim_treatment,1513,538,0.8587800632291891,1,1
stim_treatment,716,368,0.8987481575180658,3,3
stim_treatment,1695,611,0.8627732410755266,10,10
stim_treatment,1648,610,0.8658274435971133,1,1
stim_treatment,1966,780,0.8780996719347012,6,6
stim_treatment,2510,700,0.8368738511691102,2,2
stim_treatment,1155,503,0.8821210334837063,1,1
stim_treatment,563,330,0.9156539731317573,1,1
stim_treatment,1082,354,0.8400831720754038,2,2
stim_treatment,159,104,0.9162514645881613,1,1
stim_treatment,3400,1009,0.850604303976075,10,10
stim_treatment,724,392,0.9068262734481299,5,5
stim_treatment,377,214,0.9045438692209952,0,0
stim_treatment,1167,510,0.8827869661899601,5,5
stim_treatment,1515,596,0.8726057213725437,1,1
stim_treatment,5156,1629,0.8652075305390681,11,11
stim_treatment,3222,1057,0.8620201746496755,6,6
stim_treatment,1011,455,0.8846028369807919,1,1
stim_treatment,1045,430,0.8722646636409029,1,1
stim_treatment,5032,1046,0.8157059028047589,2,2
stim_treatment,1538,528,0.8543053735112464,1,1
stim_treatment,751,373,0.8943083585380599,8,8
stim_treatment,4754,1100,0.827126390529085,10,10
stim_treatment,1665,548,0.8501795659532345,1,1
stim_treatment,1041,489,0.8912519541155377,6,6
stim_treatment,2104,637,0.8438461747288797,2,2
stim_treatment,1862,643,0.8587854514757012,2,2
stim_treatment,880,393,0.8811030117154354,8,8
stim_treatment,2894,850,0.8462863418973574,10,10
stim_treatment,991,473,0.8927888460730623,5,5
stim_treatment,1895,706,0.8691715560900592,1,1
stim_treatment,1848,606,0.8517681295610572,1,1
stim_treatment,1901,633,0.8543516280885878,2,2
stim_treatment,490,276,0.9073350081007278,6,6
stim_treatment,2600,635,0.820730775822127,2,2
stim_treatment,1112,515,0.8902540846248813,8,8
stim_treatment,4561,546,0.7480589519341735,5,5
stim_treatment,1428,592,0.878783059721163,1,1
stim_treatment,2104,721,0.8600348873336072,10,10
stim_treatment,1240,566,0.8898936877543416,8,8
stim_treatment,1301,536,0.8763396864839199,5,5
stim_treatment,1171,466,0.8695898456290718,1,1
stim_treatment,1130,453,0.8699737825872395,1,1
stim_treatment,1890,569,0.840880324893723,2,2
stim_treatment,2029,769,0.8725975888237673,5,5
stim_treatment,2900,752,0.8307011043609029,2,2
stim_treatment,1668,650,0.8729802023906587,5,5
stim_treatment,1052,446,0.8766780476371518,1,1
stim_treatment,440,256,0.9110206461168828,5,5
stim_treatment,628,391,0.9264525180690355,6,6
stim_treatment,1268,581,0.8907734142772319,1,1
stim_treatment,1241,511,0.8754430162985908,1,1
stim_treatment,790,404,0.8994881960293477,5,5
stim_treatment,1560,680,0.8870649501638412,1,1
stim_treatment,2264,663,0.8410186168015612,2,2
stim_treatment,796,339,0.8722080390283138,1,1
stim_treatment,1482,549,0.8639872262892684,1,1
stim_treatment,484,273,0.90737540487198,5,5
stim_treatment,1355,651,0.8983510609132535,1,1
stim_treatment,1035,506,0.8969167555920361,1,1
stim_treatment,1160,561,0.8970470050234404,6,6
stim_treatment,1376,496,0.8588115227314422,1,1
stim_treatment,949,439,0.887547277167326,8,8
stim_treatment,2189,789,0.8673245054428315,8,8
stim_treatment,1193,547,0.8899276260787536,5,5
stim_treatment,757,347,0.8823358377463891,1,1
stim_treatment,1720,748,0.8882325236890677,5,5
stim_treatment,1868,579,0.8445002431431539,1,1
stim_treatment,3032,772,0.8293629794232665,2,2
stim_treatment,1442,534,0.8634286964895299,1,1
stim_treatment,682,370,0.9062798662577569,5,5
stim_treatment,947,383,0.8679082742929614,1,1
stim_treatment,1141,568,0.9009129849347645,8,8
stim_treatment,1208,454,0.8621019301365073,8,8
stim_treatment,2587,678,0.82959231615576,2,2
stim_treatment,938,488,0.9045209792844692,5,5
stim_treatment,1921,650,0.8566742542623332,6,6
stim_treatment,1107,467,0.8768684088308398,8,8
stim_treatment,2154,608,0.835193031266701,2,2
stim_treatment,1091,465,0.878079932811576,1,1
stim_treatment,353,104,0.7916843412540856,2,2
stim_treatment,1602,733,0.8940423411631405,5,5
stim_treatment,819,444,0.9087281086868595,5,5
stim_treatment,827,419,0.8987863139865878,5,5
stim_treatment,1516,536,0.85803926022955,1,1
stim_treatment,1504,514,0.8532425730408671,0,0
stim_treatment,1107,570,0.9053026327537235,5,5
stim_treatment,772,379,0.8929989474949677,8,8
stim_treatment,3583,921,0.8340050058949964,2,2
stim_treatment,3301,939,0.8448323571417117,1,1
stim_treatment,827,433,0.9036788063367598,5,5
stim_treatment,1131,490,0.8810312841850539,8,8
stim_treatment,1513,529,0.8564759831178866,1,1
stim_treatment,2548,695,0.8343565514239929,2,2
stim_treatment,4305,943,0.8185288017327024,2,2
stim_treatment,1020,475,0.8896807341659235,5,5
stim_treatment,2179,774,0.8653440287673089,1,1
stim_treatment,908,350,0.8600386109896708,2,2
stim_treatment,586,329,0.9094252198429301,1,1
stim_treatment,879,366,0.8707509417236414,1,1
stim_treatment,997,490,0.8971222275035001,8,8
stim_treatment,1123,486,0.8807546875917613,5,5
stim_treatment,1879,647,0.8585727383256849,1,1
stim_treatment,2907,864,0.847859202482512,2,2
stim_treatment,1019,312,0.8291257225991521,2,2
stim_treatment,1197,573,0.8960592130046515,1,1
stim_treatment,872,427,0.8945462093151115,11,11
stim_treatment,2668,884,0.8599802857461177,2,2
stim_treatment,2281,669,0.8413700734024459,1,1
stim_treatment,1191,466,0.8675105541401081,1,1
stim_treatment,4639,1312,0.8504017861133962,15,15
stim_treatment,2735,887,0.8577131853008866,10,10
stim_treatment,937,459,0.8957085922666833,5,5
stim_treatment,627,317,0.8941079913560938,6,6
stim_treatment,802,334,0.8690065219130205,1,1
stim_treatment,1614,602,0.8664838156536824,5,5
stim_treatment,3376,1033,0.8542393829848165,8,8
stim_treatment,3405,748,0.8136484446236643,2,2
stim_treatment,2296,853,0.8720540166846935,5,5
stim_treatment,1405,521,0.8631248716319494,1,1
stim_treatment,2032,800,0.8776169727923576,18,18
stim_treatment,4539,1164,0.8383883955811345,2,2
stim_treatment,1297,594,0.8910504109592488,5,5
stim_treatment,1444,707,0.9018385239279233,3,3
stim_treatment,2814,839,0.8476332991377787,2,2
stim_treatment,2903,841,0.8446217709109587,10,10
stim_treatment,3244,775,0.8229094770566767,2,2
stim_treatment,2172,670,0.8469264381397827,2,2
stim_treatment,1797,569,0.846542192992413,2,2
stim_treatment,1294,611,0.895276366031039,5,5
stim_treatment,5598,1184,0.8199905895170044,2,2
stim_treatment,1403,470,0.8490781349623503,1,1
stim_treatment,1013,518,0.903087979023791,1,1
stim_treatment,247,171,0.9332548810036535,6,6
stim_treatment,5962,1451,0.8374408369091604,15,15
stim_treatment,1230,447,0.857731039480795,1,1
stim_treatment,940,526,0.9151929813106827,6,6
stim_treatment,4050,882,0.81649488799643,15,15
stim_treatment,3231,809,0.8286318915510796,2,2
stim_treatment,620,322,0.898103185569375,1,1
stim_treatment,1070,416,0.8645630672215538,1,1
stim_treatment,631,286,0.8772643847535003,2,2
stim_treatment,612,338,0.90747839228897,8,8
stim_treatment,1536,611,0.8743562926357257,1,1
stim_treatment,871,426,0.8943514837226796,5,5
stim_treatment,1320,563,0.8814110658767493,8,8
stim_treatment,4720,1259,0.8437873355813461,2,2
stim_treatment,2888,914,0.8556171186965167,5,5
stim_treatment,1509,561,0.8648101949878667,2,2
stim_treatment,2154,838,0.8769962620939198,6,6
stim_treatment,3456,1086,0.8579247045918788,10,10
stim_treatment,2394,713,0.8443281177371789,2,2
stim_treatment,1032,502,0.896148226891037,1,1
stim_treatment,1106,398,0.8541695910547671,1,1
stim_treatment,1109,495,0.884947710020398,8,8
stim_treatment,1267,551,0.8834511597460776,1,1
stim_treatment,1202,516,0.8807577410614509,1,1
stim_treatment,1448,602,0.8794052575684752,1,1
stim_treatment,1218,490,0.871841733250525,8,8
stim_treatment,1649,687,0.881803594068748,1,1
